User_ID,Age,Gender,Physical_Activity_Level,Diet_Type,BMI,Caffeine_Intake_mg,Water_Intake_liters,Screen_Time_Hours,Daily_Steps,Calories_Burned,Resting_Heart_Rate,Daily_Sleep_Hours,Deep_Sleep_Hours,Sleep_Quality_Score,Daily_Stress_Level
U01841,30,Female,High,Unhealthy,22.7,200.0,2.3,3.0,5128,1577,66.0,5.7,1.3,4.3,Low
U01842,60,Male,High,Average,21.3,325.0,0.9,5.6,15658,1948,53.0,7.5,1.3,3.3,Low
U01843,62,Male,Medium,Unhealthy,24.0,246.0,3.8,6.0,6092,1402,77.0,7.2,2.3,5.0,Low
U01844,42,Female,Low,Unhealthy,31.0,218.0,2.6,5.2,3566,1648,81.0,6.4,1.8,4.6,Low
U01845,59,Male,High,Average,33.8,235.0,3.7,7.2,11967,1770,76.0,7.0,1.1,3.6,Medium
U01846,53,Other,High,Average,25.5,300.0,0.7,5.6,16245,1793,55.0,7.4,1.2,3.6,Medium
U01847,44,Other,Low,Healthy,29.0,493.0,3.7,5.7,5537,1485,81.0,7.2,2.5,5.3,Medium
U01848,55,Male,Medium,Unhealthy,25.2,0.0,2.1,7.4,7775,1349,63.0,5.5,1.8,4.2,Low
U01849,24,Male,Medium,Average,20.8,281.0,3.5,3.1,7801,1254,62.0,7.1,2.3,4.6,Low
U01850,22,Female,Medium,Average,30.9,206.0,2.7,2.0,7922,1800,76.0,7.8,1.3,5.0,Low
U01851,60,Male,High,Average,22.5,173.0,2.9,10.1,13952,1678,50.0,7.6,1.3,3.3,Low
U01852,62,Male,Low,Average,31.1,0.0,2.9,9.1,5501,2046,68.0,6.9,2.4,3.9,Medium
U01853,68,Female,Medium,Healthy,30.2,,2.2,7.9,14020,2303,65.0,7.1,2.5,4.5,Low
U01854,48,Male,Low,Average,27.5,,2.0,7.8,3742,1299,77.0,6.8,1.7,4.4,Medium
U01855,40,Female,Medium,Healthy,32.3,74.0,2.2,6.5,9136,2066,69.0,8.1,2.4,5.4,Low
U01856,59,Male,Medium,Healthy,33.9,206.0,1.3,14.0,6306,1787,87.0,5.4,1.6,2.5,Medium
U01857,27,Male,Low,Healthy,24.3,156.0,2.1,7.5,2867,1359,72.0,6.4,2.2,5.2,Low
U01858,49,Male,Medium,Average,21.8,0.0,1.9,13.5,5959,1590,62.0,6.9,2.1,2.8,Medium
U01859,60,Female,High,Average,17.5,213.0,1.3,12.2,18018,1498,50.0,7.3,1.6,3.2,Medium
U01860,47,Female,Medium,Average,34.0,287.0,2.9,8.2,9407,1878,79.0,7.0,2.0,4.2,Medium
U01861,56,Female,Medium,Healthy,23.2,117.0,2.5,6.5,7230,1459,67.0,6.7,1.7,4.0,Low
U01862,48,Male,Low,Average,29.5,239.0,2.7,7.0,4319,1911,79.0,6.5,1.5,3.7,Medium
U01863,35,Male,Medium,Average,22.0,216.0,3.1,6.0,9528,1882,62.0,6.9,1.7,4.7,Low
U01864,53,Male,Medium,Average,31.2,356.0,2.3,8.2,10392,1852,74.0,5.6,1.8,3.0,Medium
U01865,19,Female,High,Unhealthy,22.2,184.0,1.7,8.7,15225,1745,,6.6,1.4,4.5,Low
U01866,31,Female,Low,Healthy,20.2,320.0,2.7,3.9,4137,1230,73.0,8.2,2.3,5.0,Medium
U01867,30,Female,Medium,Unhealthy,24.2,152.0,0.5,13.5,10637,1351,60.0,6.1,2.1,2.7,Medium
U01868,46,Male,Low,Average,22.9,495.0,2.4,5.0,2344,943,84.0,6.1,1.3,4.4,Medium
U01869,29,Female,Low,Average,27.4,134.0,3.1,2.0,1117,1479,75.0,,2.1,5.8,Low
U01870,56,Male,Medium,Average,24.8,97.0,3.3,6.8,10512,1585,63.0,7.3,1.3,4.0,Low
U01871,19,Female,Low,Average,27.5,184.0,2.1,4.1,3326,1227,77.0,8.9,2.9,6.7,Low
U01872,49,Male,Low,Average,23.8,90.0,0.7,6.9,6005,1567,66.0,8.0,2.5,4.6,Low
U01873,30,Female,Medium,Average,22.3,12.0,0.5,7.2,11839,1600,,6.2,1.2,2.5,Medium
U01874,63,Male,Medium,Healthy,22.7,309.0,3.0,8.1,11707,1605,62.0,7.6,1.3,4.6,Low
U01875,44,Male,Medium,Average,33.2,0.0,2.2,9.5,1975,1519,83.0,6.3,1.1,2.4,Medium
U01876,66,Female,Medium,Average,25.9,92.0,4.1,4.5,9601,1337,,6.8,2.2,4.7,Low
U01877,58,Male,Medium,Average,17.5,0.0,1.4,6.1,6982,1034,57.0,7.0,1.7,5.3,Low
U01878,34,Male,Medium,Healthy,22.9,221.0,2.8,8.7,6695,1422,65.0,5.7,1.7,2.9,Low
U01879,57,Female,Low,Healthy,25.4,0.0,3.8,5.4,4557,1310,67.0,8.5,2.1,4.7,Low
U01880,48,Female,Medium,Healthy,32.4,282.0,2.7,2.3,6746,1670,80.0,6.8,2.2,4.6,Low
U01881,51,Female,Low,Healthy,29.1,298.0,1.2,8.5,5123,1585,82.0,,1.2,2.1,Medium
U01882,41,Male,High,Healthy,21.3,,4.7,5.6,17963,1790,50.0,7.2,2.3,4.2,Low
U01883,62,Female,Medium,Healthy,34.7,228.0,3.8,5.4,7595,2321,82.0,7.2,1.5,3.6,Low
U01884,52,Female,Low,Average,24.9,277.0,2.3,7.3,4538,1456,74.0,5.3,0.9,3.3,Medium
U01885,65,Male,Medium,Average,30.0,341.0,3.2,7.0,7083,1489,71.0,6.8,1.4,3.1,Medium
U01886,23,Female,High,Unhealthy,20.4,0.0,3.2,9.5,15404,1231,50.0,6.8,1.9,4.2,Low
U01887,36,Male,Low,Unhealthy,17.5,0.0,3.0,3.9,6125,629,56.0,8.5,2.7,5.0,Low
U01888,47,Male,Low,Healthy,19.4,425.0,1.4,12.7,4614,1222,73.0,6.2,1.3,2.8,Medium
U01889,24,Male,High,Healthy,17.5,76.0,2.8,3.5,13642,1210,52.0,8.0,1.3,5.4,Low
U01890,27,Male,Low,Average,33.4,120.0,3.7,6.0,5965,2008,83.0,5.9,1.4,3.6,Low
U01891,58,Female,Low,Healthy,25.9,294.0,2.9,4.8,3389,1666,76.0,5.9,2.0,3.6,Low
U01892,49,Female,Medium,Average,21.3,24.0,2.8,7.1,7235,1472,58.0,6.7,1.6,3.9,Low
U01893,51,Female,Medium,Average,26.8,160.0,2.1,7.0,6671,1561,69.0,6.8,1.5,3.7,Low
U01894,45,Female,Medium,Average,25.8,333.0,1.8,7.4,4862,1854,74.0,7.8,2.3,4.7,Medium
U01895,32,Male,Medium,Unhealthy,27.5,0.0,1.2,7.7,6279,1533,69.0,7.4,1.7,3.6,Low
U01896,47,Female,High,Unhealthy,29.8,124.0,3.1,10.3,14165,1875,59.0,6.9,2.0,4.0,Medium
U01897,54,Female,Medium,Unhealthy,,30.0,2.3,7.4,8458,1595,61.0,8.3,1.4,4.5,Low
U01898,46,Male,High,Healthy,21.5,83.0,1.4,10.5,11096,1673,50.0,7.1,1.7,4.1,Medium
U01899,39,Female,Medium,Unhealthy,28.3,377.0,3.3,2.6,6979,1177,82.0,7.4,1.2,5.2,Low
U01900,21,Other,Low,Average,28.2,,2.0,2.0,1161,1678,84.0,8.3,2.4,6.0,Low
U01901,37,Female,High,Average,25.4,238.0,1.8,7.3,20561,1767,50.0,7.8,2.4,4.7,Medium
U01902,49,Female,Low,Unhealthy,33.7,279.0,2.1,7.8,6200,1522,83.0,7.0,1.2,3.4,Medium
U01903,53,Male,Medium,Unhealthy,23.2,275.0,2.3,5.7,6568,1353,71.0,7.3,1.2,3.8,Low
U01904,67,Male,Low,Average,21.4,99.0,2.9,7.0,4206,1025,60.0,7.0,1.6,4.3,Low
U01905,21,Male,Medium,Average,26.7,235.0,1.8,9.7,6240,1667,70.0,6.6,2.1,4.1,Medium
U01906,44,Female,High,Average,22.3,5.0,3.3,8.7,17073,1869,50.0,6.3,1.2,3.2,Low
U01907,34,Female,Medium,Average,27.0,56.0,2.9,6.2,9286,1783,67.0,6.7,1.8,4.2,Low
U01908,29,Other,Low,Unhealthy,21.7,186.0,2.1,7.5,2028,1410,68.0,6.8,1.3,3.1,Medium
U01909,39,Male,Low,Average,23.4,40.0,2.4,8.9,2538,1208,73.0,7.3,2.0,4.3,Low
U01910,34,Male,Medium,Average,32.6,9.0,2.2,3.9,7860,2017,74.0,7.2,1.4,4.3,Low
U01911,27,Female,Low,Average,23.4,93.0,2.6,5.0,6076,1079,63.0,9.2,2.0,6.3,Low
U01912,18,Female,Medium,Healthy,21.8,371.0,3.7,9.3,7241,1571,67.0,6.9,2.0,4.1,Low
U01913,39,Male,Medium,Unhealthy,29.7,433.0,2.2,2.7,10615,1809,68.0,7.1,2.0,4.8,Low
U01914,43,Female,Medium,Healthy,20.8,,2.7,4.3,8621,1328,63.0,6.0,1.4,4.1,Low
U01915,35,Female,Medium,Average,22.2,287.0,1.9,4.0,6334,1294,72.0,7.0,1.5,5.4,Low
U01916,67,Female,Medium,Unhealthy,,115.0,2.9,9.3,7163,1631,68.0,7.2,2.4,4.8,Medium
U01917,31,Female,Low,Average,28.8,0.0,2.7,4.3,4948,1564,72.0,7.5,1.3,4.3,Low
U01918,64,Male,Medium,Unhealthy,29.9,65.0,3.6,9.0,9681,1449,68.0,6.8,1.7,4.0,Low
U01919,46,Other,High,Unhealthy,22.0,153.0,1.8,6.1,16795,2019,50.0,7.4,1.8,6.0,Low
U01920,29,Female,Low,Healthy,27.4,221.0,3.1,11.4,4321,1412,69.0,5.8,1.3,3.2,Medium
U01921,53,Male,Low,Average,23.1,184.0,3.5,7.3,4668,1266,72.0,5.9,1.9,3.7,Medium
U01922,52,Male,Medium,Average,22.6,157.0,2.1,9.7,12513,1591,60.0,8.4,1.3,4.9,Medium
U01923,69,Female,Low,Average,29.8,113.0,2.4,8.2,7610,1899,73.0,6.1,1.9,2.8,Low
U01924,29,Male,Low,Average,22.8,251.0,2.7,5.9,4071,1204,75.0,6.5,1.3,3.3,Medium
U01925,24,Male,Medium,Average,26.1,0.0,2.3,7.0,4463,1696,69.0,7.5,1.1,3.1,Low
U01926,46,Female,Low,Healthy,25.6,320.0,2.6,7.0,4193,1822,77.0,5.0,1.3,2.2,Medium
U01927,28,Male,Low,Average,20.7,112.0,3.0,5.8,4173,1529,63.0,8.4,1.7,5.0,Medium
U01928,50,Female,High,Healthy,28.9,510.0,2.4,9.2,10212,1904,71.0,7.5,1.8,3.5,Medium
U01929,23,Male,Low,Healthy,27.2,152.0,2.4,13.3,4186,1412,70.0,5.1,1.1,1.5,Medium
U01930,64,Female,High,Average,17.5,127.0,2.7,7.3,10865,1188,53.0,7.2,1.5,3.3,Medium
U01931,32,Male,Low,Average,26.1,115.0,2.2,8.8,4565,1413,72.0,7.6,2.3,4.7,Medium
U01932,49,Male,High,Healthy,21.9,129.0,2.2,8.3,15784,1556,53.0,7.4,2.3,3.9,Low
U01933,68,Male,Medium,Average,29.4,291.0,1.8,2.0,9053,1915,67.0,,2.4,6.2,Low
U01934,28,Female,Low,Average,19.2,193.0,2.5,8.2,5483,1134,64.0,8.0,2.0,4.6,Low
U01935,40,Female,Medium,Unhealthy,23.6,348.0,2.9,8.1,8938,1534,,5.8,1.6,4.1,Low
U01936,43,Male,High,Average,26.4,269.0,2.3,3.9,16365,1913,57.0,8.0,2.8,5.5,Low
U01937,51,Female,Low,Healthy,25.2,204.0,1.9,2.5,5937,1587,73.0,6.4,1.3,4.7,Low
U01938,63,Female,Medium,Average,28.1,255.0,2.4,8.1,7116,1740,80.0,6.3,1.1,3.4,Medium
U01939,51,Other,Medium,Average,18.9,379.0,2.8,11.1,7712,1182,67.0,6.2,1.8,3.6,Low
U01940,46,Male,Medium,Average,31.6,298.0,2.6,6.1,7289,1841,73.0,6.9,1.5,4.6,Medium
U01941,21,Female,Medium,Average,27.1,242.0,4.3,6.2,6509,1585,71.0,6.2,1.4,3.8,Low
U01942,34,Male,Low,Healthy,30.4,263.0,2.0,12.8,3552,1796,82.0,6.6,2.2,3.7,Low
U01943,52,Male,Low,Average,28.5,27.0,2.4,9.2,5252,1479,71.0,5.8,1.2,3.3,Medium
U01944,30,Female,Medium,Healthy,25.0,585.0,3.1,4.0,9454,1535,76.0,5.8,0.9,2.7,Low
U01945,58,Female,High,Average,19.9,279.0,1.9,5.2,8917,971,61.0,8.3,1.4,5.1,Low
U01946,56,Male,Medium,Unhealthy,22.7,294.0,4.0,12.4,11430,1377,60.0,5.5,1.7,3.2,High
U01947,32,Male,Medium,Average,31.4,195.0,2.5,5.3,9694,1910,75.0,7.3,2.3,4.8,Low
U01948,46,Female,Low,Healthy,30.5,0.0,2.9,5.7,4341,1611,70.0,8.7,2.1,4.7,Low
U01949,46,Female,Medium,Unhealthy,22.5,160.0,2.5,8.7,5237,941,68.0,6.8,1.3,3.9,Medium
U01950,28,Male,Medium,Average,17.5,211.0,3.3,6.3,5629,1205,59.0,8.0,2.4,4.4,Low
U01951,69,Female,Medium,Healthy,24.1,76.0,1.6,8.1,11006,1469,61.0,5.9,1.1,2.3,Low
U01952,49,Male,High,Average,23.8,75.0,3.8,7.7,17013,1546,50.0,7.1,1.3,4.5,Medium
U01953,19,Male,Low,Average,24.0,149.0,2.7,6.6,5692,1500,69.0,7.2,1.2,4.3,Medium
U01954,64,Female,Low,Average,27.1,315.0,3.0,10.0,3801,1673,76.0,5.5,0.9,2.1,High
U01955,31,Male,High,Healthy,28.5,388.0,1.9,3.8,17919,1654,54.0,7.0,1.7,4.8,Low
U01956,37,Male,Low,Average,29.0,225.0,2.8,7.3,1945,1664,82.0,6.9,1.3,3.8,Low
U01957,39,Female,Medium,Healthy,26.8,114.0,1.7,5.5,5533,1518,67.0,7.3,1.5,4.8,Low
U01958,28,Female,Medium,Average,17.8,145.0,3.4,11.1,10017,1239,58.0,6.3,1.6,4.7,Medium
U01959,44,Male,Medium,Average,23.6,214.0,1.5,6.6,6164,1202,70.0,5.4,1.3,2.8,Medium
U01960,20,Female,Low,Average,34.2,232.0,2.6,11.8,3940,1836,86.0,5.8,1.2,2.4,High
U01961,34,Female,Low,Healthy,26.5,265.0,2.2,5.9,1337,1360,79.0,5.7,2.0,3.4,Medium
U01962,61,Male,Medium,Unhealthy,26.5,134.0,1.2,7.3,2311,1868,75.0,6.9,1.2,4.3,Low
U01963,45,Female,Low,Average,26.4,,1.8,9.7,2467,1523,71.0,6.4,1.8,3.5,Medium
U01964,46,Male,Medium,Average,26.7,267.0,2.9,4.6,7242,1624,72.0,6.9,2.3,4.7,Low
U01965,38,Male,Medium,Average,17.5,140.0,1.8,10.8,6150,1357,56.0,5.8,0.9,2.3,Medium
U01966,64,Female,Medium,Healthy,24.0,0.0,2.0,7.1,9240,1746,60.0,5.9,1.6,3.3,Low
U01967,33,Female,Medium,Average,24.8,67.0,2.8,8.0,10021,1350,57.0,8.2,2.6,4.8,Low
U01968,54,Male,High,Average,30.1,435.0,3.2,8.4,15830,2270,67.0,6.8,1.1,3.3,Medium
U01969,37,Male,Medium,Average,25.2,0.0,3.0,6.8,5686,1506,67.0,7.0,2.1,4.8,Low
U01970,23,Female,Medium,Healthy,18.4,397.0,2.5,5.0,9049,1141,57.0,6.7,2.1,5.0,Low
U01971,36,Male,High,Average,26.7,0.0,2.7,7.2,10315,1540,65.0,6.7,1.1,3.7,Low
U01972,22,Male,Medium,Average,21.8,84.0,2.6,2.0,11726,1529,,8.7,1.4,6.3,Low
U01973,20,Male,High,Unhealthy,20.1,143.0,1.7,3.7,14146,1568,,7.3,1.8,5.2,Low
U01974,18,Female,Low,Average,21.7,467.0,2.7,6.6,2716,1423,79.0,6.3,1.8,3.7,Medium
U01975,55,Male,High,Healthy,27.2,203.0,1.7,10.9,14158,1475,58.0,7.3,1.7,4.2,Medium
U01976,32,Male,Medium,Unhealthy,30.0,167.0,3.0,10.8,8336,1581,71.0,7.1,2.2,4.4,Low
U01977,51,Female,High,Average,26.9,59.0,2.6,9.4,16122,2029,58.0,7.4,2.3,4.4,Low
U01978,52,Female,High,Average,27.5,278.0,0.8,3.2,8335,1680,72.0,6.8,1.2,4.2,Low
U01979,66,Female,Low,Average,26.9,123.0,3.3,7.8,2955,1485,,7.4,1.2,3.3,Medium
U01980,42,Male,Medium,Average,25.4,165.0,2.1,4.8,8963,1536,64.0,7.9,1.7,4.7,Low
U01981,41,Female,Medium,Average,27.8,146.0,2.0,6.8,9557,1822,64.0,7.9,1.5,3.6,Low
U01982,29,Male,Low,Healthy,17.5,307.0,3.3,9.4,8905,913,57.0,6.9,2.1,3.8,Medium
U01983,35,Male,Medium,Unhealthy,25.4,314.0,2.4,8.6,10756,2119,58.0,8.2,2.1,4.7,Medium
U01984,32,Female,Low,Healthy,20.8,66.0,3.0,10.2,2966,1242,68.0,6.9,1.9,4.3,Low
U01985,61,Male,High,Average,29.7,105.0,2.0,3.5,19322,2349,,8.1,2.4,5.3,Low
U01986,33,Male,Low,Healthy,24.4,91.0,3.1,4.4,4869,1201,64.0,8.3,2.7,5.8,Low
U01987,44,Male,Medium,Average,25.1,227.0,2.7,10.8,10732,1566,64.0,7.7,2.0,4.7,Medium
U01988,25,Male,Low,Average,19.0,336.0,2.8,10.8,4700,1240,58.0,7.3,2.0,3.4,High
U01989,63,Male,Low,Average,29.1,229.0,2.4,7.0,6155,1631,81.0,6.8,1.9,4.5,Medium
U01990,42,Other,Medium,Average,27.5,0.0,3.8,6.9,10165,1835,61.0,7.9,2.2,4.0,Low
U01991,34,Male,Medium,Healthy,27.2,313.0,4.0,9.9,9104,1568,68.0,7.2,2.4,3.8,Medium
U01992,46,Male,Low,Average,21.7,0.0,0.7,8.3,3342,951,68.0,7.2,1.2,3.4,Low
U01993,25,Male,High,Average,21.9,92.0,3.2,8.5,12675,1824,55.0,6.7,1.4,3.3,Low
U01994,32,Female,Low,Average,25.9,229.0,1.6,4.7,2575,1218,72.0,6.3,1.0,3.4,Medium
U01995,44,Female,Medium,Healthy,22.2,187.0,2.9,9.9,7851,1606,63.0,,2.2,4.2,Medium
U01996,63,Male,Medium,Unhealthy,26.7,330.0,1.1,6.5,10214,1575,69.0,7.4,1.8,4.4,Medium
U01997,67,Female,Medium,Average,17.5,108.0,2.8,3.5,9162,1209,51.0,7.1,2.2,4.5,Low
U01998,69,Male,Low,Average,23.0,55.0,1.8,5.0,2837,1186,71.0,6.7,1.8,3.6,Low
U01999,24,Male,Medium,Average,32.2,153.0,2.1,5.5,9936,1965,67.0,6.7,1.2,4.3,Low
U02000,20,Male,Medium,Average,26.8,346.0,2.2,10.7,5647,1717,77.0,6.3,1.0,3.4,Medium
U02001,46,Male,Low,Healthy,25.7,294.0,1.9,5.3,4498,1791,70.0,7.5,1.2,4.4,Low
U02002,61,Male,Low,Average,,213.0,1.9,8.0,6092,1850,78.0,7.0,1.4,2.5,High
U02003,41,Female,Low,Average,17.5,398.0,2.2,2.0,2235,988,65.0,7.0,2.3,5.0,Low
U02004,20,Male,Low,Healthy,21.7,371.0,2.4,9.3,4255,1201,74.0,7.4,2.2,4.0,Medium
U02005,37,Female,Low,Average,23.4,318.0,2.8,5.0,2952,1305,78.0,9.0,1.9,5.3,Medium
U02006,63,Male,Low,Unhealthy,28.4,23.0,4.0,8.0,6442,1534,74.0,7.1,1.6,4.7,Medium
U02007,32,Male,Medium,Average,28.5,317.0,1.7,8.0,12499,1717,65.0,7.8,2.1,4.9,Low
U02008,42,Male,Medium,Unhealthy,21.5,169.0,2.6,8.6,9110,1504,58.0,6.2,2.0,4.2,Low
U02009,47,Female,Medium,Healthy,29.0,140.0,3.1,7.8,9756,1884,,7.8,2.4,5.3,Low
U02010,31,Male,Low,Healthy,23.4,97.0,1.9,11.8,6049,1639,66.0,5.9,1.9,2.9,Medium
U02011,24,Female,Medium,Unhealthy,29.8,174.0,0.7,7.5,9529,1881,68.0,6.6,1.0,3.3,Medium
U02012,34,Male,Medium,Average,20.9,106.0,1.0,12.6,6353,1289,60.0,6.4,2.2,3.5,Medium
U02013,61,Male,Medium,Unhealthy,24.5,225.0,0.7,8.6,7110,1612,68.0,5.1,1.0,2.3,Medium
U02014,37,Male,Medium,Healthy,23.0,174.0,3.7,7.7,7096,1630,69.0,5.4,1.2,2.7,Low
U02015,53,Male,Medium,Unhealthy,29.2,233.0,3.0,9.2,4534,1609,74.0,5.9,1.6,3.7,Medium
U02016,26,Male,Low,Average,22.9,282.0,3.1,7.5,5466,848,73.0,,2.4,5.1,Low
U02017,55,Male,Medium,Healthy,24.8,155.0,3.3,8.1,5496,1249,69.0,6.6,1.4,2.6,Low
U02018,65,Female,Low,Average,27.0,89.0,2.0,7.9,5242,1773,74.0,7.7,2.2,4.5,Medium
U02019,39,Male,High,Average,27.2,0.0,4.3,7.6,11819,2173,59.0,6.4,2.1,4.7,Low
U02020,19,Female,Medium,Healthy,28.5,315.0,2.8,12.3,7555,1993,76.0,6.4,1.7,3.5,Low
U02021,41,Male,Medium,Unhealthy,25.8,211.0,2.4,12.7,9116,1566,64.0,6.6,1.7,3.2,Medium
U02022,25,Female,High,Average,23.3,173.0,3.4,7.8,18582,1842,50.0,6.6,1.9,4.8,Low
U02023,28,Female,Medium,Average,23.6,375.0,3.0,10.1,9738,1717,68.0,7.7,1.4,3.7,High
U02024,30,Male,Medium,Healthy,25.1,6.0,3.6,10.0,7764,1685,58.0,5.9,1.7,3.1,Low
U02025,34,Male,Low,Average,26.0,208.0,3.6,9.7,3948,960,79.0,6.4,1.2,2.2,High
U02026,25,Female,Medium,Healthy,24.4,55.0,2.2,8.4,5645,1454,62.0,9.0,3.1,5.6,Low
U02027,38,Female,High,Average,25.1,298.0,2.6,8.7,15910,1880,60.0,6.2,1.2,4.2,Medium
U02028,35,Male,High,Average,18.9,,1.8,8.4,13753,1264,50.0,,1.7,4.0,Low
U02029,47,Male,Medium,Average,27.7,320.0,1.2,5.2,6139,1511,77.0,7.0,2.2,4.8,Low
U02030,35,Female,Medium,Average,25.7,314.0,3.2,6.8,9556,1720,69.0,5.6,1.2,3.2,Medium
U02031,63,Male,Medium,Healthy,29.0,61.0,3.3,4.0,10838,1839,63.0,7.9,2.0,5.4,Low
U02032,64,Female,Medium,Unhealthy,25.0,209.0,0.9,8.4,7643,1742,65.0,5.3,0.9,2.3,Medium
U02033,48,Male,Medium,Average,18.0,64.0,1.9,8.1,6875,1527,56.0,7.0,2.1,5.1,Medium
U02034,55,Male,Medium,Average,23.6,264.0,2.5,8.7,6843,1642,66.0,7.7,1.3,4.6,Medium
U02035,49,Female,Medium,Average,24.2,323.0,2.6,5.1,8803,1651,68.0,7.4,2.2,5.3,Low
U02036,28,Female,High,Average,28.0,49.0,4.1,9.4,10422,1787,64.0,7.4,1.3,4.4,Medium
U02037,62,Male,Medium,Unhealthy,17.5,5.0,2.0,8.2,8151,1360,51.0,6.9,1.2,3.6,Low
U02038,42,Male,Low,Unhealthy,25.2,364.0,2.4,12.6,3390,1271,73.0,5.9,1.7,2.6,High
U02039,50,Female,Low,Unhealthy,27.1,,3.0,9.0,4758,1435,78.0,5.9,1.3,3.3,Medium
U02040,55,Female,High,Average,22.4,274.0,2.2,5.5,15745,1503,53.0,7.7,1.6,5.3,Low
U02041,58,Male,High,Healthy,25.3,285.0,2.1,3.6,10631,1380,62.0,8.1,1.7,5.0,Low
U02042,25,Female,Medium,Average,22.5,150.0,2.0,7.5,9335,1754,62.0,7.0,1.9,4.1,Low
U02043,28,Female,Medium,Healthy,22.1,227.0,2.7,4.4,8915,1515,62.0,7.7,1.9,5.0,Low
U02044,39,Female,High,Healthy,23.4,252.0,2.4,5.2,13428,1813,60.0,7.9,1.3,3.7,Low
U02045,68,Female,High,Healthy,22.2,172.0,3.0,4.6,12708,1593,57.0,6.7,1.9,4.0,Low
U02046,41,Male,Medium,Healthy,,402.0,2.8,5.5,7150,2048,77.0,4.8,1.4,3.0,Medium
U02047,58,Female,Low,Average,22.1,226.0,0.5,10.6,3743,1606,68.0,6.6,1.2,3.8,Medium
U02048,34,Female,Medium,Average,21.4,245.0,1.1,4.6,6137,1312,70.0,6.7,1.3,4.3,Low
U02049,29,Male,Low,Average,32.1,175.0,2.1,5.9,2973,1718,83.0,7.2,2.2,4.2,Low
U02050,63,Male,High,Unhealthy,28.8,190.0,3.3,3.4,14613,1980,65.0,9.1,2.2,6.1,Low
U02051,49,Male,Low,Average,17.6,382.0,2.0,2.7,3142,782,71.0,6.8,1.5,4.6,Low
U02052,32,Female,Medium,Unhealthy,21.9,221.0,2.8,6.3,9756,1403,60.0,7.2,1.5,4.0,Medium
U02053,33,Male,Medium,Average,26.0,225.0,3.0,7.5,7737,1546,67.0,6.1,2.1,3.7,Low
U02054,39,Female,Medium,Average,26.3,227.0,2.9,4.1,7050,1153,70.0,7.5,1.7,6.0,Low
U02055,45,Female,Medium,Healthy,19.0,145.0,2.1,3.2,8663,840,56.0,6.8,2.0,3.9,Low
U02056,37,Female,Low,Average,29.6,0.0,1.6,2.3,3391,1602,73.0,8.6,1.7,5.3,Low
U02057,50,Female,Medium,Unhealthy,28.3,435.0,1.5,7.4,6440,1839,74.0,6.5,1.6,4.2,Medium
U02058,27,Other,Medium,Healthy,26.9,360.0,4.9,9.3,7324,1483,79.0,6.2,2.1,3.3,Low
U02059,57,Male,Medium,Unhealthy,30.4,387.0,2.9,3.4,3915,2026,79.0,5.6,0.9,3.2,Low
U02060,49,Female,High,Average,26.8,39.0,4.0,5.4,8087,1607,60.0,6.7,1.1,3.3,Low
U02061,67,Male,Medium,Healthy,26.8,416.0,1.8,9.7,6159,1416,77.0,6.6,1.9,3.9,Medium
U02062,50,Female,Medium,Average,31.2,495.0,3.5,6.5,5612,1499,81.0,7.3,1.2,4.3,High
U02063,19,Male,Medium,Average,29.4,356.0,2.1,6.7,9300,1861,72.0,6.8,1.6,3.5,Low
U02064,50,Other,Medium,Healthy,21.6,447.0,2.5,8.0,10519,1098,59.0,6.1,1.5,4.2,Medium
U02065,50,Female,Medium,Average,27.5,319.0,2.3,5.9,8649,1571,72.0,6.8,1.3,3.5,Medium
U02066,58,Female,Medium,Average,22.3,73.0,1.8,5.1,4206,1292,67.0,7.2,1.9,4.9,Low
U02067,30,Male,High,Average,27.0,276.0,1.8,7.8,9770,1461,71.0,6.6,1.8,3.3,Medium
U02068,47,Male,Medium,Average,26.9,46.0,2.5,3.5,8700,1588,,6.5,1.1,4.4,Low
U02069,50,Female,Medium,Unhealthy,19.5,,2.0,3.0,7656,1286,,6.4,1.8,4.8,Low
U02070,30,Male,Medium,Healthy,24.5,247.0,2.6,5.3,4286,1152,68.0,6.4,2.1,4.0,Low
U02071,69,Female,Medium,Average,26.1,227.0,1.8,8.8,6285,1686,69.0,6.7,1.5,3.8,Medium
U02072,43,Male,Medium,Average,23.3,269.0,3.1,9.9,5850,1587,67.0,5.4,0.8,2.6,Medium
U02073,39,Female,High,Unhealthy,26.3,0.0,2.1,5.8,18371,1847,50.0,7.8,2.0,4.8,Low
U02074,56,Male,Low,Average,28.2,176.0,3.8,9.1,5057,1572,78.0,,0.9,3.4,Medium
U02075,19,Female,Medium,Average,24.9,282.0,2.5,10.5,7425,1517,73.0,5.0,1.7,2.4,High
U02076,55,Female,Medium,Unhealthy,25.9,312.0,2.4,7.1,8457,1702,68.0,6.1,1.5,4.2,Medium
U02077,56,Male,Low,Average,30.5,322.0,3.8,8.6,4218,1634,84.0,6.7,1.0,3.7,High
U02078,43,Male,High,Healthy,26.9,237.0,2.1,11.7,14237,1770,61.0,6.3,1.5,2.4,Medium
U02079,63,Male,Low,Average,25.8,143.0,2.2,5.2,6739,1348,66.0,8.4,2.2,5.6,Low
U02080,67,Female,Low,Average,21.2,275.0,1.9,6.4,6113,1471,67.0,7.3,2.4,4.7,Low
U02081,32,Female,High,Healthy,27.7,155.0,2.7,11.0,18574,2012,50.0,7.9,1.5,3.6,Medium
